,key,PR
0,4,0.07158003
1,39023,0.07217117
2,27,0.11139793
3,104625,0.48216906
4,28,0.042975318
5,104675,0.07826852
6,35,0.051137716
7,38841,0.06289955
8,36,0.05101623
9,40,0.04110324
10,104657,0.084455796
11,56,0.040415224
12,39016,0.046789333
13,58,0.040415224
14,44032,0.050827175
15,69,0.051204994
16,39078,0.07923809
17,72,0.070017524
18,94090,0.06597014
19,86,0.04248178
20,39098,0.040910322
21,115,0.040415224
22,38814,0.05456553
23,142,0.040415224
24,105521,0.040998094
25,147,0.04138171
26,104592,0.058703817
27,184,0.040415224
28,38822,0.07169809
29,190,0.045466337
30,38799,0.042199757
31,197,0.04147511
32,38824,0.04957086
33,225,0.04306204
34,38800,0.105154514
35,233,0.040415224
36,38809,0.05104418
37,237,0.040415224
38,77,0.046237316
39,183,0.040415224
40,238,0.040415224
41,38823,0.04228294
42,240,0.040415224
43,116,0.042132698
44,241,0.040415224
45,8,0.042337246
46,242,0.04249289
47,114,0.06200576
48,244,0.040415224
49,104012,0.044015642
50,245,0.05236726
51,38815,0.05189805
52,247,0.040415224
53,39096,0.04685458
54,248,0.040415224
55,171,0.050771926
56,58847,0.040415224
57,249,0.0638915
58,38828,0.05099447
59,254,0.040415224
60,221,0.05995089
61,58844,0.095402986
62,256,0.084262684
63,45463,0.107231535
64,268,0.07186607
65,45493,0.09306122
66,269,0.067429475
67,34583,0.049734227
68,271,0.08034325
69,88304,0.06731029
70,14314,0.044245612
71,275,0.040415224
72,14208,0.101028174
73,45464,0.1734952
74,276,0.056851648
75,58824,0.06343469
76,214,0.054499306
77,226,0.07579335
78,279,0.040415224
79,14232,0.04998715
80,88306,0.042449694
81,281,0.05413608
82,39066,0.118755974
83,286,0.043210965
84,45,0.049898893
85,289,0.055857368
86,101677,0.06265016
87,293,0.040415224
88,55754,0.040799588
89,299,0.040415224
90,39025,0.07234789
91,301,0.040415224
92,8733,0.08876923
93,8679,0.09650096
94,303,0.042073872
95,218,0.044426303
96,304,0.040415224
97,38969,0.09170129
98,38973,0.088515624
99,305,0.043117896
100,38965,0.048910644
101,44045,0.045120012
102,309,0.05011685
103,45410,0.042711973
104,310,0.04368202
105,49509,0.040415224
106,315,0.048719466
107,38979,0.06908233
