key,PR,
20133,0.059120182,
98400,0.043171994,
121593,0.04214766,
20143,0.042827025,
100643,0.1300207,
121632,0.047733665,
121560,0.040845558,
98294,0.06945526,
98345,0.051616386,
64259,0.047714867,
98286,0.05697515,
98422,0.056220587,
98273,0.048070278,
98373,0.059497163,
20188,0.048512377,
19949,0.04704283,
121712,0.08831501,
121610,0.08827101,
121562,0.04469024,
98401,0.055961885,
20180,0.06733189,
121642,0.042097263,
92427,0.06805041,
121791,0.06441132,
92348,0.04071157,
121597,0.06135613,
19927,0.056784097,
121641,0.044082493,
20106,0.056262966,
92369,0.045393847,
121606,0.042414173,
121574,0.06260502,
8600,0.04277443,
98366,0.04124907,
20107,0.05712644,
121699,0.04995498,
121726,0.047732286,
20186,0.04528134,
98361,0.12060279,
19969,0.063884445,
121788,0.046801336,
20192,0.068256006,
20219,0.040803544,
92380,0.05584211,
121671,0.07115007,
92388,0.05653555,
19931,0.0939506,
19958,0.05207171,
121774,0.08917222,
8756,0.05395366,
20048,0.051339198,
20027,0.04114901,
100673,0.050240334,
100658,0.062192738,
100675,0.074450284,
100692,0.047148444,
121786,0.04115806,
100671,0.043148696,
20013,0.04066355,
98415,0.060666285,
92368,0.04814847,
20076,0.062019866,
20181,0.07124585,
121743,0.07310655,
59357,0.055907525,
19977,0.04591763,
20059,0.05988892,
20038,0.06944022,
19994,0.048346426,
121624,0.04263601,
92363,0.049168717,
20151,0.04884284,
20185,0.041147884,
20158,0.07515583,
39088,0.045686997,
98414,0.044303406,
44059,0.056010015,
19997,0.051514167,
20023,0.110882215,
98365,0.044035766,
121617,0.088625215,
121729,0.04672008,
121564,0.0467832,
121573,0.046589598,
20050,0.046931107,
106419,0.048071995,
121556,0.046514004,
19947,0.053525887,
121638,0.045718245,
20105,0.042869773,
19961,0.06744297,
92358,0.04161208,
104676,0.057710256,
121625,0.06741323,
121561,0.07563746,
121763,0.0439108,
20178,0.07714467,
20117,0.041705325,
98405,0.049389653,
98362,0.055468377,
121755,0.072087504,
39027,0.045259044,
31191,0.040773172,
101792,0.079442695,
20025,0.05611196,
92428,0.043684702,
98421,0.046441488,
98391,0.07167072,
121740,0.08254153,
121683,0.040415224,
121664,0.062310204,
19960,0.068313085,
98276,0.07708291,
31179,0.04637576,
19996,0.056298446,
98256,0.08177092,
98341,0.040415224,
10,0.041979987,
44025,0.06073499,
44002,0.04269335,
100640,0.084514156,
19929,0.042956952,
121785,0.041775763,
20211,0.05019221,
121668,0.042562407,
98260,0.043425754,
20148,0.08841468,
98431,0.04524821,
98370,0.04268627,
121649,0.13160998,
100665,0.041277114,
98416,0.043884873,
98324,0.049919613,
98384,0.048041966,
92391,0.04697841,
92414,0.04382581,
92346,0.04976751,
98333,0.04474155,
20051,0.044237956,
98424,0.041497298,
20097,0.042790532,
121620,0.06633281,
98261,0.08784376,
98420,0.041182313,
100639,0.055957165,
101757,0.097356014,
121657,0.045440815,
121792,0.04670996,
19962,0.046342887,
98340,0.050127205,
20194,0.052807968,
20071,0.0713205,
19985,0.061750703,
20153,0.04379142,
20127,0.048331182,
92419,0.044615883,
121604,0.04115212,
20218,0.07130133,
121669,0.040780168,
92424,0.04221876,
121685,0.05209885,
121643,0.060085688,
121599,0.045988098,
19990,0.055357933,
44042,0.04095503,
64302,0.07534762,
121691,0.04282715,
98357,0.042246275,
92396,0.040719476,
100664,0.04715775,
121595,0.040769435,
19983,0.046245217,
92386,0.059705272,
92347,0.040826824,
121567,0.06223289,
121636,0.04057168,
19934,0.06496309,
20174,0.04058969,
64119,0.044750523,
98403,0.05213146,
20110,0.05346412,
121702,0.053389274,
121613,0.06504847,
31190,0.048878178,
39050,0.061432533,
20150,0.041076686,
92376,0.042735063,
100690,0.044044867,
100650,0.041429486,
8702,0.044797532,
98408,0.045707315,
64303,0.05057196,
20228,0.041584324,
121659,0.05962109,
20162,0.049666937,
20009,0.040691644,
20021,0.046369523,
59344,0.041155584,
92421,0.040977444,
121587,0.041517608,
98317,0.046295695,
92430,0.04056139,
121627,0.04066423,
121633,0.042124756,
19991,0.040565684,
64156,0.041381087,
98347,0.049656726,
43163,0.0530079,
43162,0.047855787,
8642,0.04288229,
98293,0.06902721,
8724,0.058621183,
104686,0.040415224,
59368,0.050488558,
39047,0.053190857,
101769,0.041881066,
39057,0.04055437,
39051,0.0605201,
39032,0.044366498,
8751,0.05272755,
39049,0.044839446,
101765,0.0430016,
59363,0.04719612,
59356,0.044915188,
39112,0.045707606,
66192,0.044146962,
19951,0.0426796,
8759,0.044457175,
59348,0.040933687,
8680,0.059735157,
43120,0.04111746,
44027,0.054637216,
101783,0.04218407,
108031,0.04343721,
104718,0.046990674,
8609,0.043223515,
43157,0.04430812,
101770,0.042121105,
92429,0.041817434,
66205,0.041693747,
92340,0.040521864,
104713,0.0410235,
43145,0.04497954,
45456,0.041686863,
98402,0.066575,
104709,0.042800084,
44050,0.055804834,
8571,0.04224678,
39019,0.044894345,
8634,0.04327284,
8574,0.041245304,
8596,0.044055365,
43154,0.040607117,
44040,0.053923808,
44038,0.05471588,
38802,0.040415224,
118985,0.04542754,
38889,0.040415224,
55778,0.061326955,
38957,0.040415224,
118980,0.058021273,
39040,0.041140456,
39111,0.040415224,
39116,0.07959807,
19,0.044192627,
39005,0.040415224,
38993,0.0424436,
38838,0.059935153,
38903,0.05841477,
66181,0.043301363,
55745,0.056258563,
101729,0.04712882,
39059,0.07079368,
39062,0.04792449,
38918,0.0430879,
44047,0.04596443,
94078,0.043386173,
14269,0.04223375,
45489,0.054823548,
75,0.053887267,
38909,0.0410865,
121689,0.041395023,
85,0.044665158,
192,0.04384353,
82,0.04055447,
219,0.042293444,
38834,0.043887354,
98358,0.04734831,
150,0.040415224,
135,0.05005569,
213,0.044640303,
38997,0.05048926,
44005,0.076236635,
44019,0.052078165,
45491,0.040528983,
44039,0.072556175,
43136,0.040415224,
43127,0.040415224,
43132,0.04921137,
43146,0.045300677,
44007,0.04068234,
43153,0.047128156,
43995,0.048355762,
44017,0.04079051,
44022,0.040415224,
55,0.04249384,
59,0.04118594,
39013,0.044171665,
44064,0.043985598,
39114,0.054100446,
101786,0.05816936,
8651,0.042117223,
44000,0.041223876,
14238,0.04270391,
44021,0.040593795,
94092,0.04155367,
44008,0.04116826,
43994,0.041655656,
59364,0.065757126,
38833,0.043805383,
44014,0.051347796,
44070,0.04317461,
44061,0.0425935,
101746,0.040415224,
39123,0.04395139,
104699,0.04617881,
44020,0.046177167,
38976,0.045026828,
44023,0.0407094,
44065,0.040415224,
45372,0.040415224,
45382,0.040415224,
45390,0.04561083,
14233,0.042599518,
45395,0.043272894,
45397,0.047505807,
45511,0.049802642,
45408,0.040898494,
45413,0.040415224,
45435,0.058454365,
45442,0.040415224,
45445,0.040415224,
45458,0.04156391,
106399,0.042078905,
45481,0.040415224,
14248,0.05876486,
45497,0.040415224,
45507,0.040415224,
45508,0.040415224,
14384,0.041204557,
14352,0.04111212,
14259,0.04659418,
45417,0.042592734,
94103,0.052839525,
94106,0.047623027,
14349,0.0438481,
45490,0.041202705,
14261,0.052934024,
45475,0.040415224,
14294,0.04204725,
14370,0.04234447,
14221,0.043810252,
39077,0.050838973,
14365,0.040752996,
45419,0.041239485,
94080,0.06680774,
94085,0.053606246,
94086,0.048342124,
14326,0.04132779,
14263,0.060371224,
45478,0.040415224,
14343,0.04101889,
8697,0.041408394,
45459,0.04645902,
45460,0.044297326,
45479,0.04137307,
45431,0.043935087,
14274,0.04223028,
8747,0.042458367,
14255,0.040583722,
104,0.058711343,
39004,0.042462714,
227,0.045152668,
122,0.059602227,
105528,0.04070298,
38990,0.052047372,
38830,0.047512036,
38810,0.05566674,
38913,0.041173212,
38968,0.04285108,
44057,0.042991366,
38961,0.041430935,
9,0.04071523,
38998,0.04345401,
38974,0.04892248,
45446,0.04269156,
101794,0.047050536,
38994,0.044386797,
61,0.0431208,
39002,0.04050501,
39108,0.047419116,
223,0.046144724,
130,0.043144736,
38948,0.043229535,
38868,0.042924196,
38856,0.045123048,
38806,0.04226307,
38836,0.040456735,
39008,0.04068222,
38807,0.050485518,
44043,0.05841519,
108028,0.04174579,
19986,0.06205834,
100683,0.040754884,
20198,0.048876334,
19950,0.04193018,
20230,0.04122662,
98281,0.042423017,
92364,0.045759548,
121667,0.042618807,
19946,0.044714253,
20083,0.05161732,
19992,0.044018533,
31193,0.051190495,
92397,0.057858195,
31186,0.05329507,
20074,0.044211864,
121623,0.045330826,
121639,0.046775956,
121790,0.04640486,
121770,0.061017968,
121701,0.04089379,
121678,0.08021224,
19930,0.04825522,
64251,0.047790825,
121586,0.040754743,
20122,0.040963896,
98417,0.059648048,
121767,0.043270543,
100661,0.049146574,
44037,0.040682446,
121736,0.04119864,
98303,0.056464765,
98438,0.05061935,
20037,0.051909402,
55792,0.040415224,
55793,0.040415224,
55760,0.04600387,
55794,0.040415224,
55748,0.04154516,
55795,0.040415224,
55758,0.045179516,
55797,0.040415224,
55799,0.040733747,
38788,0.040713467,
157,0.04578541,
55741,0.041511916,
55763,0.04078971,
55761,0.050730795,
66184,0.04099947,
55789,0.04061317,
45401,0.040923618,
14284,0.040415224,
38900,0.04251873,
39080,0.042055096,
109571,0.04374439,
14290,0.047963813,
109564,0.04079535,
81,0.05789383,
95038,0.044227272,
38847,0.041704167,
212,0.045945328,
38988,0.0405279,
38985,0.040648155,
59362,0.040942803,
8709,0.053534478,
59376,0.041296214,
