key,PR
103804,0.038073811
38557,0.038073811
30703,0.038073811
30903,0.038073811
38048,0.038073811
38449,0.038073811
38462,0.038073811
61105,0.038073811
7636,0.038073811
85121,0.038073811
85141,0.038073811
85460,0.038073811
91842,0.038073811
92335,0.038073811
97208,0.038073811
97216,0.038073811
102438,0.038073811
102447,0.038073811
103809,0.038073811
103836,0.038073811
104323,0.038073811
104373,0.038073811
104383,0.038073811
104394,0.038073811
105284,0.038073811
105893,0.038073811
105899,0.038073811
105900,0.038073811
105928,0.038073811
105959,0.038073811
105976,0.038073811
105984,0.038073811
105985,0.038073811
105997,0.038073811
107558,0.038073811
107572,0.038073811
107604,0.038073811
107606,0.038073811
107626,0.038073811
107636,0.038073811
107659,0.038073811
107716,0.038073811
107721,0.038073811
107763,0.038073811
109478,0.038073811
110697,0.038073811
110704,0.038073811
110733,0.038073811
110749,0.038073811
110753,0.038073811
110754,0.038073811
111469,0.038073811
111507,0.038073811
111509,0.038073811
111514,0.038073811
111516,0.038073811
111530,0.038073811
111537,0.038073811
111599,0.038073811
111603,0.038073811
111645,0.038073811
111651,0.038073811
111679,0.038073811
111685,0.038073811
111710,0.038073811
111750,0.038073811
111759,0.038073811
111790,0.038073811
111870,0.038073811
111900,0.038073811
111915,0.038073811
111929,0.038073811
111962,0.038073811
111981,0.038073811
111987,0.038073811
111993,0.038073811
111996,0.038073811
112007,0.038073811
112016,0.038073811
112026,0.038073811
112080,0.038073811
112117,0.038073811
112132,0.038073811
112140,0.038073811
112157,0.038073811
115365,0.038073811
115396,0.038073811
115423,0.038073811
116719,0.038073811
116731,0.038073811
116733,0.038073811
116748,0.038073811
116754,0.038073811
116755,0.038073811
116770,0.038073811
116785,0.038073811
116786,0.038073811
117478,0.038073811
117489,0.038073811
117529,0.038073811
117539,0.038073811
117548,0.038073811
117560,0.038073811
117565,0.038073811
117573,0.038073811
117599,0.038073811
117610,0.038073811
117622,0.038073811
117628,0.038073811
117642,0.038073811
117647,0.038073811
117671,0.038073811
117672,0.038073811
117685,0.038073811
117692,0.038073811
117693,0.038073811
117721,0.038073811
117753,0.038073811
117773,0.038073811
117780,0.038073811
117783,0.038073811
117785,0.038073811
117802,0.038073811
117805,0.038073811
117810,0.038073811
117850,0.038073811
117901,0.038073811
117908,0.038073811
117914,0.038073811
117945,0.038073811
117959,0.038073811
117963,0.038073811
117965,0.038073811
117974,0.038073811
117985,0.038073811
117990,0.038073811
