key,PR,paperYear
85395,0.038073811,2019
84956,0.038073811,2019
8155,0.038073811,2019
109118,0.038073811,2019
118327,0.038073811,2019
66140,0.038073811,2019
88046,0.038073811,2019
42191,0.038073811,2019
43111,0.038073811,2019
19327,0.038073811,2019
63084,0.038073811,2019
92291,0.038073811,2019
101503,0.038073811,2019
8206,0.038073811,2019
84988,0.038073811,2019
112105,0.038073811,2019
88020,0.038073811,2019
88023,0.038073811,2019
42811,0.038073811,2019
66135,0.038073811,2019
85267,0.038073811,2019
85506,0.038073811,2019
66112,0.038073811,2019
66115,0.038073811,2019
42119,0.038073811,2019
70602,0.038073811,2019
104343,0.038073811,2019
42804,0.038073811,2019
107747,0.038073811,2019
67067,0.038073811,2019
111470,0.038073811,2019
117613,0.038073811,2019
91840,0.038073811,2019
8509,0.038073811,2019
42489,0.038073811,2019
42200,0.038073811,2019
42517,0.038073811,2019
88057,0.038073811,2019
84914,0.038073811,2019
8325,0.038073811,2019
117553,0.038073811,2019
8147,0.038073811,2019
115206,0.038073811,2019
101511,0.038073811,2019
111903,0.038073811,2019
8420,0.038073811,2019
116740,0.038073811,2019
42661,0.038073811,2019
116720,0.038073811,2019
116723,0.038073811,2019
67078,0.038073811,2019
43081,0.038073811,2019
38359,0.038073811,2019
117665,0.038073811,2019
42431,0.038073811,2019
8278,0.038073811,2019
70729,0.038073811,2019
105882,0.038073811,2019
7905,0.038073811,2019
85455,0.038073811,2019
63036,0.038073811,2019
104318,0.038073811,2019
101482,0.038073811,2019
101446,0.038073811,2019
33247,0.038073811,2019
66113,0.038073811,2019
107671,0.038073811,2019
107729,0.038073811,2019
85193,0.038073811,2019
56280,0.038073811,2019
85200,0.038073811,2019
66177,0.038073811,2019
42635,0.038073811,2019
84884,0.038073811,2019
42370,0.038073811,2019
8137,0.038073811,2019
45282,0.038073811,2019
8450,0.038073811,2019
19471,0.038073811,2019
42198,0.038073811,2019
34191,0.038073811,2019
42358,0.038073811,2019
85226,0.038073811,2019
33119,0.038073811,2019
88022,0.038073811,2019
67131,0.038073811,2019
67113,0.038073811,2019
118209,0.038073811,2019
105270,0.038073811,2019
70610,0.038073811,2019
111743,0.038073811,2019
7427,0.038073811,2019
84806,0.038073811,2019
85152,0.038073811,2019
101465,0.038073811,2019
19815,0.038073811,2019
30733,0.038073811,2019
7875,0.038073811,2019
97136,0.038073811,2019
97156,0.038073811,2019
105267,0.038073811,2019
103840,0.038073811,2019
88026,0.038073811,2019
85371,0.038073811,2019
49171,0.038073811,2019
101519,0.038073811,2019
42407,0.038073811,2019
8201,0.038073811,2019
42870,0.038073811,2019
38764,0.038073811,2019
110758,0.038073811,2019
42152,0.038073811,2019
45255,0.038073811,2019
116701,0.038073811,2019
42827,0.038073811,2019
43902,0.038073811,2019
7261,0.038073811,2019
8432,0.038073811,2019
30288,0.038073811,2019
101438,0.038073811,2019
43914,0.038073811,2019
8127,0.038073811,2019
42828,0.038073811,2019
30623,0.038073811,2019
42570,0.038073811,2019
85323,0.038073811,2019
91893,0.038073811,2019
45350,0.038073811,2019
49361,0.038073811,2019
66098,0.038073811,2019
34374,0.038073811,2019
45357,0.038073811,2019
7915,0.038073811,2019
85127,0.038073811,2019
30649,0.038073811,2019
8170,0.038073811,2019
42644,0.038073811,2019
45301,0.038073811,2019
91488,0.038073811,2019
42353,0.038073811,2019
56272,0.038073811,2019
7309,0.038073811,2019
66092,0.038073811,2019
66126,0.038073811,2019
97107,0.038073811,2019
101463,0.038073811,2019
103859,0.038073811,2019
43989,0.038073811,2019
117916,0.038073811,2019
42443,0.038073811,2019
84772,0.038073811,2019
31153,0.038073811,2019
42430,0.038073811,2019
42775,0.038073811,2019
8160,0.038073811,2019
107738,0.038073811,2019
42627,0.038073811,2019
85465,0.038073811,2019
84836,0.038073811,2019
8235,0.038073811,2019
42157,0.038073811,2019
42386,0.038073811,2019
45277,0.038073811,2019
85341,0.038073811,2019
8172,0.038073811,2019
111955,0.038073811,2019
118082,0.038073811,2019
30224,0.038073811,2019
38225,0.038073811,2019
42408,0.038073811,2019
42985,0.038073811,2019
45315,0.038073811,2019
91826,0.038073811,2019
7608,0.038073811,2019
43955,0.038073811,2019
85015,0.038073811,2019
97186,0.038073811,2019
42703,0.038073811,2019
38723,0.038073811,2019
112150,0.038073811,2019
61143,0.038073811,2019
85405,0.038073811,2019
102395,0.038073811,2019
112131,0.038073811,2019
100057,0.038073811,2019
7374,0.038073811,2019
103838,0.038073811,2019
112006,0.038073811,2019
116724,0.038073811,2019
61058,0.038073811,2019
97145,0.038073811,2019
111626,0.038073811,2019
115395,0.038073811,2019
8435,0.038073811,2019
66171,0.038073811,2019
103818,0.038073811,2019
14057,0.038073811,2018
29236,0.038073811,2018
37580,0.038073811,2018
41492,0.038073811,2018
42031,0.038073811,2018
51126,0.038073811,2018
51935,0.038073811,2018
60678,0.038073811,2018
7152,0.038073811,2018
62793,0.038073811,2018
66551,0.038073811,2018
76608,0.038073811,2018
77018,0.038073811,2018
84021,0.038073811,2018
84036,0.038073811,2018
84486,0.038073811,2018
93923,0.038073811,2018
96993,0.038073811,2018
98517,0.038073811,2018
98553,0.038073811,2018
98647,0.038073811,2018
101550,0.038073811,2018
101602,0.038073811,2018
102711,0.038073811,2018
102720,0.038073811,2018
102748,0.038073811,2018
102773,0.038073811,2018
102799,0.038073811,2018
102858,0.038073811,2018
102948,0.038073811,2018
102949,0.038073811,2018
102962,0.038073811,2018
104063,0.038073811,2018
106442,0.038073811,2018
106508,0.038073811,2018
106550,0.038073811,2018
108108,0.038073811,2018
108148,0.038073811,2018
108154,0.038073811,2018
108157,0.038073811,2018
108275,0.038073811,2018
108297,0.038073811,2018
109973,0.038073811,2018
109994,0.038073811,2018
110016,0.038073811,2018
110031,0.038073811,2018
110779,0.038073811,2018
110802,0.038073811,2018
110807,0.038073811,2018
110809,0.038073811,2018
113156,0.038073811,2018
113203,0.038073811,2018
113266,0.038073811,2018
113312,0.038073811,2018
113358,0.038073811,2018
113365,0.038073811,2018
113389,0.038073811,2018
113407,0.038073811,2018
113467,0.038073811,2018
113494,0.038073811,2018
113546,0.038073811,2018
113577,0.038073811,2018
113643,0.038073811,2018
113716,0.038073811,2018
115522,0.038073811,2018
115570,0.038073811,2018
116804,0.038073811,2018
116809,0.038073811,2018
116810,0.038073811,2018
116812,0.038073811,2018
116817,0.038073811,2018
116823,0.038073811,2018
116828,0.038073811,2018
116833,0.038073811,2018
116841,0.038073811,2018
116859,0.038073811,2018
116861,0.038073811,2018
116862,0.038073811,2018
116869,0.038073811,2018
116875,0.038073811,2018
119113,0.038073811,2018
119161,0.038073811,2018
119233,0.038073811,2018
119328,0.038073811,2018
119331,0.038073811,2018
119358,0.038073811,2018
119387,0.038073811,2018
119436,0.038073811,2018
119509,0.038073811,2018
119526,0.038073811,2018
119617,0.038073811,2018
102915,0.038073811,2018
102944,0.038073811,2018
6393,0.038073811,2018
84643,0.038073811,2018
106579,0.038073811,2018
7083,0.038073811,2018
41499,0.038073811,2018
51115,0.038073811,2018
66561,0.038073811,2018
45197,0.038073811,2018
84159,0.038073811,2018
76795,0.038073811,2018
70164,0.038073811,2018
18753,0.038073811,2018
87925,0.038073811,2018
70298,0.038073811,2018
41421,0.038073811,2018
51896,0.038073811,2018
70347,0.038073811,2018
98642,0.038073811,2018
119662,0.038073811,2018
6329,0.038073811,2018
59328,0.038073811,2018
59295,0.038073811,2018
84185,0.038073811,2018
110796,0.038073811,2018
59273,0.038073811,2018
76870,0.038073811,2018
41627,0.038073811,2018
51415,0.038073811,2018
6964,0.038073811,2018
41487,0.038073811,2018
51121,0.038073811,2018
41450,0.038073811,2018
51926,0.038073811,2018
104450,0.038073811,2018
87182,0.038073811,2018
84483,0.038073811,2018
84025,0.038073811,2018
84012,0.038073811,2018
84703,0.038073811,2018
84345,0.038073811,2018
62706,0.038073811,2018
84515,0.038073811,2018
84734,0.038073811,2018
54856,0.038073811,2018
84576,0.038073811,2018
105462,0.038073811,2018
41445,0.038073811,2018
51876,0.038073811,2018
84070,0.038073811,2018
84170,0.038073811,2018
84438,0.038073811,2018
84726,0.038073811,2018
97008,0.038073811,2018
97007,0.038073811,2018
84660,0.038073811,2018
56610,0.038073811,2018
84193,0.038073811,2018
96955,0.038073811,2018
84646,0.038073811,2018
59298,0.038073811,2018
104414,0.038073811,2018
84306,0.038073811,2018
6864,0.038073811,2018
84668,0.038073811,2018
56431,0.038073811,2018
84168,0.038073811,2018
59322,0.038073811,2018
76838,0.038073811,2018
96996,0.038073811,2018
108207,0.038073811,2018
108243,0.038073811,2018
119106,0.038073811,2018
41715,0.038073811,2018
51587,0.038073811,2018
84429,0.038073811,2018
116870,0.038073811,2018
97067,0.038073811,2018
59255,0.038073811,2018
84691,0.038073811,2018
29250,0.038073811,2018
119554,0.038073811,2018
41471,0.038073811,2018
51157,0.038073811,2018
51540,0.038073811,2018
84314,0.038073811,2018
76847,0.038073811,2018
77017,0.038073811,2018
104428,0.038073811,2018
108231,0.038073811,2018
119318,0.038073811,2018
102889,0.038073811,2018
6045,0.038073811,2018
70339,0.038073811,2018
70376,0.038073811,2018
70498,0.038073811,2018
87913,0.038073811,2018
119337,0.038073811,2018
119514,0.038073811,2018
41738,0.038073811,2018
51608,0.038073811,2018
76765,0.038073811,2018
6001,0.038073811,2018
51301,0.038073811,2018
51564,0.038073811,2018
6932,0.038073811,2018
7072,0.038073811,2018
66996,0.038073811,2018
70248,0.038073811,2018
70352,0.038073811,2018
70367,0.038073811,2018
84127,0.038073811,2018
87918,0.038073811,2018
119181,0.038073811,2018
119183,0.038073811,2018
119647,0.038073811,2018
5973,0.038073811,2018
115493,0.038073811,2018
92215,0.038073811,2018
108205,0.038073811,2018
119187,0.038073811,2018
113522,0.038073811,2018
41754,0.038073811,2018
41999,0.038073811,2018
51459,0.038073811,2018
51780,0.038073811,2018
7027,0.038073811,2018
70250,0.038073811,2018
84420,0.038073811,2018
84424,0.038073811,2018
119417,0.038073811,2018
119528,0.038073811,2018
41817,0.038073811,2018
51517,0.038073811,2018
87865,0.038073811,2018
97010,0.038073811,2018
119330,0.038073811,2018
51675,0.038073811,2018
13380,0.038073811,2018
92220,0.038073811,2018
84068,0.038073811,2018
115514,0.038073811,2018
84205,0.038073811,2018
119565,0.038073811,2018
76544,0.038073811,2018
41675,0.038073811,2018
51551,0.038073811,2018
51628,0.038073811,2018
41683,0.038073811,2018
51558,0.038073811,2018
51274,0.038073811,2018
41717,0.038073811,2018
51589,0.038073811,2018
76999,0.038073811,2018
41258,0.038073811,2018
41678,0.038073811,2018
51553,0.038073811,2018
62779,0.038073811,2018
70198,0.038073811,2018
70320,0.038073811,2018
70526,0.038073811,2018
76634,0.038073811,2018
77038,0.038073811,2018
87896,0.038073811,2018
87915,0.038073811,2018
87940,0.038073811,2018
113419,0.038073811,2018
113442,0.038073811,2018
115583,0.038073811,2018
113598,0.038073811,2018
119115,0.038073811,2018
119142,0.038073811,2018
77050,0.038073811,2018
41557,0.038073811,2018
51345,0.038073811,2018
76513,0.038073811,2018
76466,0.038073811,2018
92240,0.038073811,2018
41665,0.038073811,2018
51443,0.038073811,2018
41998,0.038073811,2018
51779,0.038073811,2018
41830,0.038073811,2018
51529,0.038073811,2018
119170,0.038073811,2018
113278,0.038073811,2018
54934,0.038073811,2018
76522,0.038073811,2018
77021,0.038073811,2018
104076,0.038073811,2018
41819,0.038073811,2018
51519,0.038073811,2018
41316,0.038073811,2018
51305,0.038073811,2018
66988,0.038073811,2018
76891,0.038073811,2018
76950,0.038073811,2018
84610,0.038073811,2018
87863,0.038073811,2018
87879,0.038073811,2018
108263,0.038073811,2018
108308,0.038073811,2018
113653,0.038073811,2018
116830,0.038073811,2018
116879,0.038073811,2018
119248,0.038073811,2018
41278,0.038073811,2018
41871,0.038073811,2018
51271,0.038073811,2018
51512,0.038073811,2018
51656,0.038073811,2018
67027,0.038073811,2018
84704,0.038073811,2018
41383,0.038073811,2018
51312,0.038073811,2018
51847,0.038073811,2018
6934,0.038073811,2018
76648,0.038073811,2018
84189,0.038073811,2018
106538,0.038073811,2018
108204,0.038073811,2018
110043,0.038073811,2018
113249,0.038073811,2018
113364,0.038073811,2018
113388,0.038073811,2018
116843,0.038073811,2018
119413,0.038073811,2018
51265,0.038073811,2018
101607,0.038073811,2018
119469,0.038073811,2018
76830,0.038073811,2018
51453,0.038073811,2018
116835,0.038073811,2018
62879,0.038073811,2018
76493,0.038073811,2018
119345,0.038073811,2018
76538,0.038073811,2018
116807,0.038073811,2018
93970,0.038073811,2018
76871,0.038073811,2018
115529,0.038073811,2018
84476,0.038073811,2018
70199,0.038073811,2018
59281,0.038073811,2018
76854,0.038073811,2018
41424,0.038073811,2018
51898,0.038073811,2018
97068,0.038073811,2018
96954,0.038073811,2018
109987,0.038073811,2018
76539,0.038073811,2018
96986,0.038073811,2018
97046,0.038073811,2018
41782,0.038073811,2018
51485,0.038073811,2018
7127,0.038073811,2018
76624,0.038073811,2018
96952,0.038073811,2018
76771,0.038073811,2018
84100,0.038073811,2018
13416,0.038073811,2018
59284,0.038073811,2018
6613,0.038073811,2018
70410,0.038073811,2018
84167,0.038073811,2018
84403,0.038073811,2018
84710,0.038073811,2018
59294,0.038073811,2018
70329,0.038073811,2018
42053,0.038073811,2018
51975,0.038073811,2018
76875,0.038073811,2018
98600,0.038073811,2018
98634,0.038073811,2018
104441,0.038073811,2018
110789,0.038073811,2018
29105,0.038073811,2018
91409,0.038073811,2018
76814,0.038073811,2018
76487,0.038073811,2018
6592,0.038073811,2018
28743,0.038073811,2018
105459,0.038073811,2018
41376,0.038073811,2018
51858,0.038073811,2018
109981,0.038073811,2018
42110,0.038073811,2018
52041,0.038073811,2018
62857,0.038073811,2018
77076,0.038073811,2018
51846,0.038073811,2018
56624,0.038073811,2018
59342,0.038073811,2018
116831,0.038073811,2018
6582,0.038073811,2018
106517,0.038073811,2018
59337,0.038073811,2018
101569,0.038073811,2018
13606,0.038073811,2018
51518,0.038073811,2018
97061,0.038073811,2018
76866,0.038073811,2018
96987,0.038073811,2018
64090,0.038073811,2018
121506,0.038073811,2018
102904,0.038073811,2018
108066,0.038073811,2018
119386,0.038073811,2018
29015,0.038073811,2018
70300,0.038073811,2018
51323,0.038073811,2018
62745,0.038073811,2018
70307,0.038073811,2018
70253,0.038073811,2018
119321,0.038073811,2018
84452,0.038073811,2018
113477,0.038073811,2018
76569,0.038073811,2018
119129,0.038073811,2018
108081,0.038073811,2018
119420,0.038073811,2018
108084,0.038073811,2018
119084,0.038073811,2018
56635,0.038073811,2018
66990,0.038073811,2018
41220,0.038073811,2018
51225,0.038073811,2018
51398,0.038073811,2018
37977,0.038073811,2018
60761,0.038073811,2018
41933,0.038073811,2018
51720,0.038073811,2018
59307,0.038073811,2018
60695,0.038073811,2018
84200,0.038073811,2018
84104,0.038073811,2018
119139,0.038073811,2018
119622,0.038073811,2018
54791,0.038073811,2018
77005,0.038073811,2018
84230,0.038073811,2018
62712,0.038073811,2018
42023,0.038073811,2018
51931,0.038073811,2018
54741,0.038073811,2018
59320,0.038073811,2018
113538,0.038073811,2018
97083,0.038073811,2018
66560,0.038073811,2018
70446,0.038073811,2018
41331,0.038073811,2018
51813,0.038073811,2018
7005,0.038073811,2018
119322,0.038073811,2018
59276,0.038073811,2018
51711,0.038073811,2018
41198,0.038073811,2018
51203,0.038073811,2018
87371,0.038073811,2018
41965,0.038073811,2018
51749,0.038073811,2018
66557,0.038073811,2018
76797,0.038073811,2018
87877,0.038073811,2018
109970,0.038073811,2018
54955,0.038073811,2018
6895,0.038073811,2018
62741,0.038073811,2018
101579,0.038073811,2018
115474,0.038073811,2018
84618,0.038073811,2018
106554,0.038073811,2018
70348,0.038073811,2018
76802,0.038073811,2018
76858,0.038073811,2018
113422,0.038073811,2018
41603,0.038073811,2018
51374,0.038073811,2018
62795,0.038073811,2018
119616,0.038073811,2018
76934,0.038073811,2018
56418,0.038073811,2018
76884,0.038073811,2018
98455,0.038073811,2018
41821,0.038073811,2018
51521,0.038073811,2018
108118,0.038073811,2018
70361,0.038073811,2018
104408,0.038073811,2018
119327,0.038073811,2018
42087,0.038073811,2018
52006,0.038073811,2018
56576,0.038073811,2018
104461,0.038073811,2018
41973,0.038073811,2018
51756,0.038073811,2018
56600,0.038073811,2018
13625,0.038073811,2018
84322,0.038073811,2018
84566,0.038073811,2018
87951,0.038073811,2018
41187,0.038073811,2018
51193,0.038073811,2018
77083,0.038073811,2018
54859,0.038073811,2018
76497,0.038073811,2018
84363,0.038073811,2018
42073,0.038073811,2018
51991,0.038073811,2018
56630,0.038073811,2018
19083,0.038073811,2018
55470,0.038073811,2018
105476,0.038073811,2018
64042,0.038073811,2018
121480,0.038073811,2018
6333,0.038073811,2018
108203,0.038073811,2018
6912,0.038073811,2018
51689,0.038073811,2018
109995,0.038073811,2018
41283,0.038073811,2018
51275,0.038073811,2018
104462,0.038073811,2018
119310,0.038073811,2018
119658,0.038073811,2018
113381,0.038073811,2018
108070,0.038073811,2018
51824,0.038073811,2018
77071,0.038073811,2018
62675,0.038073811,2018
62797,0.038073811,2018
77051,0.038073811,2018
84426,0.038073811,2018
56240,0.038073811,2018
62711,0.038073811,2018
62726,0.038073811,2018
76899,0.038073811,2018
116876,0.038073811,2018
109990,0.038073811,2018
113603,0.038073811,2018
41349,0.038073811,2018
51803,0.038073811,2018
105480,0.038073811,2018
84087,0.038073811,2018
119621,0.038073811,2018
119105,0.038073811,2018
6051,0.038073811,2018
64005,0.038073811,2018
121441,0.038073811,2018
119611,0.038073811,2018
48578,0.038073811,2018
84192,0.038073811,2018
43785,0.038073811,2018
54843,0.038073811,2018
6813,0.038073811,2018
7047,0.038073811,2018
119619,0.038073811,2018
104066,0.038073811,2018
51332,0.038073811,2018
42060,0.038073811,2018
51981,0.038073811,2018
62704,0.038073811,2018
64070,0.038073811,2018
121486,0.038073811,2018
56658,0.038073811,2018
76491,0.038073811,2018
84088,0.038073811,2018
84469,0.038073811,2018
42035,0.038073811,2018
51942,0.038073811,2018
84552,0.038073811,2018
51181,0.038073811,2018
93980,0.038073811,2018
113696,0.038073811,2018
13789,0.038073811,2018
6063,0.038073811,2018
97055,0.038073811,2018
