key,PR
2252,0.0443423
24046,0.129859758
2257,0.039690764
50161,0.041532289
2356,0.049969748
2261,0.039690764
2470,0.051093231
2268,0.039690764
66414,0.050937689
2278,0.047810112
105764,0.07404863
2326,0.04216543
59874,0.10764608
2368,0.052959115
99440,0.185984282
2379,0.054087892
23921,0.248580733
2438,0.062707538
105869,0.041235806
2442,0.039690764
104935,0.040704629
105827,0.039690764
2472,0.047192705
105306,0.040726253
2477,0.045713422
2496,0.046091978
2490,0.056667594
2270,0.041497047
2491,0.043229758
2494,0.059402346
2506,0.039836524
2507,0.039690764
2528,0.039690764
98978,0.126484075
2533,0.042084169
2179,0.047695022
2542,0.039690764
2549,0.039690764
2580,0.039690764
2583,0.039690764
104253,0.041943901
2586,0.039690764
59068,0.065750918
2596,0.094511812
50138,0.072326409
2338,0.043150216
2597,0.044936152
44614,0.070189761
44731,0.093311604
10442,0.051254109
44568,0.040298132
50131,0.050441887
2598,0.04182221
50269,0.042017378
50157,0.044639076
2599,0.087612603
59952,0.072311515
44555,0.05594938
2600,0.049702923
2334,0.042956209
2602,0.040666203
24179,0.048692156
2603,0.043305541
2493,0.041491438
2604,0.056054388
35602,0.053610251
2605,0.041767789
2413,0.045940715
2607,0.039690764
2610,0.044241455
50175,0.061483697
2393,0.046213509
2612,0.048316213
2487,0.056151547
2613,0.046624697
53127,0.053699621
24177,0.043196906
2614,0.040238266
50143,0.04153271
2615,0.046592251
50156,0.047471447
2617,0.064942674
35802,0.161941298
35641,0.112107996
2618,0.039690764
10627,0.04865205
2625,0.039690764
46326,0.044723874
16308,0.047799711
2626,0.046290717
35582,0.040103323
2634,0.040603032
16315,0.075172831
46298,0.069188033
46300,0.042970553
2638,0.039690764
2640,0.049918309
74533,0.040505826
2641,0.039690764
2642,0.039835517
10681,0.042805638
2644,0.039777438
35634,0.084583448
92033,0.040354674
99805,0.063114925
2647,0.040254153
52998,0.077192639
99833,0.135260453
2247,0.042657598
2498,0.039690764
2648,0.047368532
23933,0.124004887
99453,0.046381664
23941,0.075533156
2649,0.044803599
59973,0.052071268
44559,0.070949156
2653,0.039690764
2544,0.040444137
2654,0.039690764
2211,0.045704492
2476,0.045460376
2655,0.039975639
2227,0.04924734
2657,0.052547939
50140,0.045980668
2658,0.04106824
2363,0.069012914
2662,0.039690764
35777,0.048184034
50272,0.039991219
2663,0.040805346
46332,0.074394961
57803,0.04497957
16289,0.060056911
2664,0.050222973
2395,0.067596722
2665,0.039690764
2365,0.040869647
2666,0.046153351
10428,0.043044557
35723,0.041127584
2669,0.039690764
44612,0.050283965
2670,0.043567975
2210,0.061828236
2671,0.047587872
2672,0.039690764
74662,0.050262276
2673,0.069492489
35514,0.071003518
59913,0.055325594
35581,0.068289745
2678,0.039690764
50204,0.048091921
2680,0.039690764
59042,0.051684549
2681,0.040373212
59038,0.041402339
2684,0.050617243
2319,0.039690764
2686,0.039690764
44578,0.039839818
2689,0.039690764
81477,0.044989753
81310,0.042247182
2693,0.046063792
10444,0.061461114
35529,0.04836894
2694,0.040734471
35519,0.073517501
44561,0.048220947
2228,0.072289003
2695,0.052898213
2696,0.039690764
2342,0.044113251
2265,0.043215251
2697,0.042416874
24069,0.071906612
99766,0.06579101
2702,0.04432271
2456,0.062143636
2704,0.040334659
104250,0.039778853
2709,0.039690764
24141,0.047019582
2712,0.044368922
16299,0.044568163
46291,0.043410101
2714,0.055901474
16267,0.074501979
2716,0.054697652
16202,0.089299285
23823,0.048913467
50265,0.045513132
110483,0.139453014
44558,0.068772247
2718,0.046195188
2720,0.039690764
2722,0.039690764
50248,0.043388577
2723,0.039929373
2726,0.039690764
16284,0.070121898
2727,0.039690764
2423,0.039713179
2728,0.039690764
10536,0.042365053
2729,0.041348848
24064,0.082427978
35506,0.050030511
10408,0.049982471
24044,0.075244231
2733,0.04238298
2434,0.046922208
2441,0.042036134
2735,0.053108904
35763,0.047075364
2543,0.042161299
2741,0.039690764
23853,0.052778723
2195,0.065604678
99828,0.044278338
2742,0.039690764
2515,0.054657297
2743,0.039690764
105848,0.045429474
2464,0.061936183
2745,0.039690764
2198,0.040376816
2746,0.04474885
46373,0.153923038
2240,0.039690764
2748,0.064762401
2400,0.045731909
2750,0.039690764
2752,0.041893926
2369,0.041203466
2756,0.041092548
2747,0.040255064
2757,0.050640246
23968,0.082113192
2758,0.041106541
2759,0.041681334
35741,0.06819957
2761,0.063818531
44622,0.066519286
2765,0.039690764
2318,0.044290492
2766,0.046099301
35600,0.094264187
2769,0.039790356
2772,0.042727576
105037,0.045458081
2775,0.039690764
2782,0.047525241
2776,0.066528909
50303,0.041106827
2328,0.045675196
2780,0.039737117
35708,0.048177616
2781,0.07214965
2783,0.039737117
2327,0.042837415
2785,0.039690764
35615,0.052997655
2787,0.039690764
2790,0.039690764
89598,0.070286896
2791,0.044890426
59891,0.056813415
