key,paperYear,PR
70653,2019,0.039353253
70605,2019,0.039353253
118130,2019,0.039353253
117933,2019,0.039353253
42575,2019,0.039353253
115223,2019,0.039353253
111620,2019,0.039353253
88016,2019,0.039353253
117696,2019,0.039353253
103820,2019,0.039353253
62896,2019,0.039353253
103821,2019,0.039353253
42637,2019,0.039353253
7296,2019,0.039353253
42171,2019,0.039353253
8126,2019,0.039353253
111920,2019,0.039353253
62958,2019,0.039353253
117570,2019,0.039353253
85234,2019,0.039353253
118224,2019,0.039353253
63052,2019,0.039353253
85171,2019,0.039353253
85229,2019,0.039353253
85196,2019,0.039353253
84854,2019,0.039353253
30737,2019,0.039353253
8258,2019,0.039353253
7408,2019,0.039353253
43106,2019,0.039353253
43949,2019,0.039353253
61512,2019,0.039353253
62897,2019,0.039353253
116708,2019,0.039353253
7674,2019,0.039353253
42306,2019,0.039353253
42447,2019,0.039353253
62909,2019,0.039353253
85394,2019,0.039353253
111659,2019,0.039353253
107651,2019,0.039353253
8502,2019,0.039353253
91763,2019,0.039353253
49274,2019,0.039353253
117605,2019,0.039353253
115334,2019,0.039353253
42135,2019,0.039353253
42587,2019,0.039353253
7263,2019,0.039353253
42961,2019,0.039353253
84876,2019,0.039353253
42760,2019,0.039353253
103846,2019,0.039353253
42743,2019,0.039353253
7284,2019,0.039353253
117543,2019,0.039353253
42723,2019,0.039353253
63160,2019,0.039353253
85143,2019,0.039353253
8366,2019,0.039353253
104338,2019,0.039353253
42771,2019,0.039353253
42874,2019,0.039353253
42889,2019,0.039353253
67080,2019,0.039353253
67143,2019,0.039353253
7450,2019,0.039353253
85316,2019,0.039353253
8498,2019,0.039353253
8503,2019,0.039353253
88073,2019,0.039353253
111582,2019,0.039353253
111833,2019,0.039353253
118248,2019,0.039353253
42962,2019,0.039353253
115235,2019,0.039353253
67066,2019,0.039353253
67138,2019,0.039353253
110716,2019,0.039353253
67100,2019,0.039353253
67134,2019,0.039353253
7552,2019,0.039353253
7575,2019,0.039353253
8361,2019,0.039353253
88098,2019,0.039353253
112091,2019,0.039353253
115183,2019,0.039353253
117616,2019,0.039353253
117619,2019,0.039353253
7687,2019,0.039353253
87982,2019,0.039353253
102361,2019,0.039353253
61090,2019,0.039353253
8499,2019,0.039353253
42882,2019,0.039353253
88079,2019,0.039353253
102340,2019,0.039353253
115185,2019,0.039353253
67092,2019,0.039353253
43020,2019,0.039353253
34437,2019,0.039353253
43973,2019,0.039353253
63030,2019,0.039353253
63188,2019,0.039353253
67057,2019,0.039353253
67079,2019,0.039353253
112084,2019,0.039353253
117712,2019,0.039353253
42466,2019,0.039353253
42834,2019,0.039353253
42877,2019,0.039353253
118138,2019,0.039353253
85248,2019,0.039353253
111622,2019,0.039353253
111797,2019,0.039353253
7628,2019,0.039353253
111636,2019,0.039353253
8349,2019,0.039353253
42357,2019,0.039353253
117531,2019,0.039353253
42214,2019,0.039353253
42210,2019,0.039353253
111632,2019,0.039353253
42410,2019,0.039353253
67120,2019,0.039353253
107547,2019,0.039353253
107565,2019,0.039353253
107704,2019,0.039353253
110756,2019,0.039353253
111573,2019,0.039353253
111610,2019,0.039353253
111613,2019,0.039353253
117995,2019,0.039353253
118169,2019,0.039353253
118193,2019,0.039353253
118202,2019,0.039353253
118231,2019,0.039353253
19286,2019,0.039353253
42226,2019,0.039353253
107648,2019,0.039353253
111640,2019,0.039353253
43013,2019,0.039353253
107568,2019,0.039353253
110760,2019,0.039353253
112042,2019,0.039353253
115220,2019,0.039353253
115411,2019,0.039353253
116715,2019,0.039353253
116734,2019,0.039353253
117818,2019,0.039353253
118038,2019,0.039353253
7930,2019,0.039353253
85324,2019,0.039353253
110741,2019,0.039353253
31115,2019,0.039353253
111542,2019,0.039353253
118265,2019,0.039353253
42187,2019,0.039353253
43883,2019,0.039353253
7620,2019,0.039353253
88043,2019,0.039353253
112129,2019,0.039353253
92277,2019,0.039353253
63156,2019,0.039353253
67126,2019,0.039353253
33073,2019,0.039353253
105896,2019,0.039353253
66119,2019,0.039353253
61104,2019,0.039353253
42645,2019,0.039353253
42655,2019,0.039353253
42822,2019,0.039353253
103841,2019,0.039353253
100103,2019,0.039353253
30597,2019,0.039353253
7851,2019,0.039353253
62918,2019,0.039353253
66139,2019,0.039353253
84875,2019,0.039353253
8486,2019,0.039353253
61518,2019,0.039353253
42624,2019,0.039353253
19822,2019,0.039353253
8414,2019,0.039353253
107629,2019,0.039353253
101460,2019,0.039353253
103845,2019,0.039353253
31140,2019,0.039353253
103815,2019,0.039353253
29335,2019,0.039353253
117499,2019,0.039353253
116799,2019,0.039353253
19828,2019,0.039353253
60935,2019,0.039353253
85067,2019,0.039353253
111590,2019,0.039353253
117592,2019,0.039353253
111637,2019,0.039353253
117913,2019,0.039353253
91843,2019,0.039353253
88058,2019,0.039353253
42950,2019,0.039353253
66173,2019,0.039353253
116779,2019,0.039353253
111931,2019,0.039353253
118366,2019,0.039353253
115200,2019,0.039353253
117795,2019,0.039353253
109479,2019,0.039353253
56278,2019,0.039353253
43104,2019,0.039353253
43962,2019,0.039353253
7864,2019,0.039353253
85347,2019,0.039353253
42365,2019,0.039353253
42484,2019,0.039353253
8250,2019,0.039353253
97285,2019,0.039353253
42238,2019,0.039353253
67148,2019,0.039353253
42823,2019,0.039353253
85395,2019,0.039353253
84956,2019,0.039353253
8155,2019,0.039353253
109118,2019,0.039353253
118327,2019,0.039353253
66140,2019,0.039353253
88046,2019,0.039353253
42191,2019,0.039353253
43111,2019,0.039353253
19327,2019,0.039353253
63084,2019,0.039353253
92291,2019,0.039353253
101503,2019,0.039353253
8206,2019,0.039353253
84988,2019,0.039353253
112105,2019,0.039353253
88020,2019,0.039353253
88023,2019,0.039353253
42811,2019,0.039353253
66135,2019,0.039353253
85267,2019,0.039353253
85506,2019,0.039353253
66112,2019,0.039353253
66115,2019,0.039353253
42119,2019,0.039353253
70602,2019,0.039353253
104343,2019,0.039353253
42804,2019,0.039353253
107747,2019,0.039353253
67067,2019,0.039353253
111470,2019,0.039353253
117613,2019,0.039353253
91840,2019,0.039353253
8509,2019,0.039353253
42489,2019,0.039353253
42200,2019,0.039353253
42517,2019,0.039353253
88057,2019,0.039353253
84914,2019,0.039353253
8325,2019,0.039353253
117553,2019,0.039353253
8147,2019,0.039353253
115206,2019,0.039353253
101511,2019,0.039353253
111903,2019,0.039353253
8420,2019,0.039353253
116740,2019,0.039353253
42661,2019,0.039353253
116720,2019,0.039353253
116723,2019,0.039353253
67078,2019,0.039353253
43081,2019,0.039353253
38359,2019,0.039353253
117665,2019,0.039353253
42431,2019,0.039353253
8278,2019,0.039353253
70729,2019,0.039353253
105882,2019,0.039353253
7905,2019,0.039353253
85455,2019,0.039353253
63036,2019,0.039353253
104318,2019,0.039353253
101482,2019,0.039353253
101446,2019,0.039353253
33247,2019,0.039353253
66113,2019,0.039353253
107671,2019,0.039353253
107729,2019,0.039353253
85193,2019,0.039353253
56280,2019,0.039353253
85200,2019,0.039353253
66177,2019,0.039353253
42635,2019,0.039353253
84884,2019,0.039353253
42370,2019,0.039353253
8137,2019,0.039353253
45282,2019,0.039353253
8450,2019,0.039353253
19471,2019,0.039353253
42198,2019,0.039353253
34191,2019,0.039353253
42358,2019,0.039353253
85226,2019,0.039353253
33119,2019,0.039353253
88022,2019,0.039353253
67131,2019,0.039353253
67113,2019,0.039353253
118209,2019,0.039353253
105270,2019,0.039353253
70610,2019,0.039353253
111743,2019,0.039353253
7427,2019,0.039353253
84806,2019,0.039353253
85152,2019,0.039353253
101465,2019,0.039353253
19815,2019,0.039353253
30733,2019,0.039353253
7875,2019,0.039353253
97136,2019,0.039353253
97156,2019,0.039353253
105267,2019,0.039353253
103840,2019,0.039353253
88026,2019,0.039353253
85371,2019,0.039353253
49171,2019,0.039353253
101519,2019,0.039353253
42407,2019,0.039353253
8201,2019,0.039353253
42870,2019,0.039353253
38764,2019,0.039353253
110758,2019,0.039353253
42152,2019,0.039353253
45255,2019,0.039353253
116701,2019,0.039353253
42827,2019,0.039353253
43902,2019,0.039353253
7261,2019,0.039353253
8432,2019,0.039353253
30288,2019,0.039353253
101438,2019,0.039353253
43914,2019,0.039353253
8127,2019,0.039353253
42828,2019,0.039353253
30623,2019,0.039353253
42570,2019,0.039353253
85323,2019,0.039353253
91893,2019,0.039353253
45350,2019,0.039353253
49361,2019,0.039353253
66098,2019,0.039353253
34374,2019,0.039353253
45357,2019,0.039353253
7915,2019,0.039353253
85127,2019,0.039353253
30649,2019,0.039353253
8170,2019,0.039353253
42644,2019,0.039353253
45301,2019,0.039353253
91488,2019,0.039353253
42353,2019,0.039353253
56272,2019,0.039353253
7309,2019,0.039353253
66092,2019,0.039353253
66126,2019,0.039353253
97107,2019,0.039353253
101463,2019,0.039353253
103859,2019,0.039353253
43989,2019,0.039353253
117916,2019,0.039353253
42443,2019,0.039353253
84772,2019,0.039353253
31153,2019,0.039353253
42430,2019,0.039353253
42775,2019,0.039353253
8160,2019,0.039353253
107738,2019,0.039353253
42627,2019,0.039353253
85465,2019,0.039353253
84836,2019,0.039353253
8235,2019,0.039353253
42157,2019,0.039353253
42386,2019,0.039353253
45277,2019,0.039353253
85341,2019,0.039353253
8172,2019,0.039353253
111955,2019,0.039353253
118082,2019,0.039353253
30224,2019,0.039353253
38225,2019,0.039353253
42408,2019,0.039353253
42985,2019,0.039353253
45315,2019,0.039353253
91826,2019,0.039353253
7608,2019,0.039353253
43955,2019,0.039353253
85015,2019,0.039353253
97186,2019,0.039353253
42703,2019,0.039353253
38723,2019,0.039353253
112150,2019,0.039353253
61143,2019,0.039353253
85405,2019,0.039353253
102395,2019,0.039353253
112131,2019,0.039353253
100057,2019,0.039353253
7374,2019,0.039353253
103838,2019,0.039353253
112006,2019,0.039353253
116724,2019,0.039353253
61058,2019,0.039353253
97145,2019,0.039353253
111626,2019,0.039353253
115395,2019,0.039353253
8435,2019,0.039353253
66171,2019,0.039353253
103818,2019,0.039353253
14057,2018,0.039353253
29236,2018,0.039353253
37580,2018,0.039353253
41492,2018,0.039353253
42031,2018,0.039353253
51126,2018,0.039353253
51935,2018,0.039353253
60678,2018,0.039353253
7152,2018,0.039353253
62793,2018,0.039353253
66551,2018,0.039353253
76608,2018,0.039353253
77018,2018,0.039353253
84021,2018,0.039353253
84036,2018,0.039353253
84486,2018,0.039353253
93923,2018,0.039353253
96993,2018,0.039353253
98517,2018,0.039353253
98553,2018,0.039353253
98647,2018,0.039353253
101550,2018,0.039353253
101602,2018,0.039353253
102711,2018,0.039353253
102720,2018,0.039353253
102748,2018,0.039353253
102773,2018,0.039353253
102799,2018,0.039353253
102858,2018,0.039353253
102948,2018,0.039353253
102949,2018,0.039353253
102962,2018,0.039353253
104063,2018,0.039353253
106442,2018,0.039353253
106508,2018,0.039353253
106550,2018,0.039353253
108108,2018,0.039353253
108148,2018,0.039353253
108154,2018,0.039353253
108157,2018,0.039353253
108275,2018,0.039353253
108297,2018,0.039353253
109973,2018,0.039353253
109994,2018,0.039353253
110016,2018,0.039353253
110031,2018,0.039353253
110779,2018,0.039353253
110802,2018,0.039353253
110807,2018,0.039353253
110809,2018,0.039353253
113156,2018,0.039353253
113203,2018,0.039353253
113266,2018,0.039353253
113312,2018,0.039353253
113358,2018,0.039353253
113365,2018,0.039353253
113389,2018,0.039353253
113407,2018,0.039353253
113467,2018,0.039353253
113494,2018,0.039353253
113546,2018,0.039353253
113577,2018,0.039353253
113643,2018,0.039353253
113716,2018,0.039353253
115522,2018,0.039353253
115570,2018,0.039353253
116804,2018,0.039353253
116809,2018,0.039353253
116810,2018,0.039353253
116812,2018,0.039353253
116817,2018,0.039353253
116823,2018,0.039353253
116828,2018,0.039353253
116833,2018,0.039353253
116841,2018,0.039353253
116859,2018,0.039353253
116861,2018,0.039353253
116862,2018,0.039353253
116869,2018,0.039353253
116875,2018,0.039353253
119113,2018,0.039353253
119161,2018,0.039353253
119233,2018,0.039353253
119328,2018,0.039353253
119331,2018,0.039353253
119358,2018,0.039353253
119387,2018,0.039353253
119436,2018,0.039353253
119509,2018,0.039353253
119526,2018,0.039353253
119617,2018,0.039353253
102915,2018,0.039353253
102944,2018,0.039353253
6393,2018,0.039353253
84643,2018,0.039353253
106579,2018,0.039353253
7083,2018,0.039353253
41499,2018,0.039353253
51115,2018,0.039353253
66561,2018,0.039353253
45197,2018,0.039353253
84159,2018,0.039353253
76795,2018,0.039353253
70164,2018,0.039353253
18753,2018,0.039353253
87925,2018,0.039353253
70298,2018,0.039353253
41421,2018,0.039353253
51896,2018,0.039353253
70347,2018,0.039353253
98642,2018,0.039353253
119662,2018,0.039353253
6329,2018,0.039353253
59328,2018,0.039353253
59295,2018,0.039353253
84185,2018,0.039353253
110796,2018,0.039353253
59273,2018,0.039353253
76870,2018,0.039353253
41627,2018,0.039353253
51415,2018,0.039353253
6964,2018,0.039353253
41487,2018,0.039353253
51121,2018,0.039353253
41450,2018,0.039353253
51926,2018,0.039353253
104450,2018,0.039353253
87182,2018,0.039353253
84483,2018,0.039353253
84025,2018,0.039353253
84012,2018,0.039353253
84703,2018,0.039353253
84345,2018,0.039353253
62706,2018,0.039353253
84515,2018,0.039353253
84734,2018,0.039353253
54856,2018,0.039353253
84576,2018,0.039353253
105462,2018,0.039353253
41445,2018,0.039353253
51876,2018,0.039353253
84070,2018,0.039353253
84170,2018,0.039353253
84438,2018,0.039353253
84726,2018,0.039353253
97008,2018,0.039353253
97007,2018,0.039353253
84660,2018,0.039353253
56610,2018,0.039353253
84193,2018,0.039353253
96955,2018,0.039353253
84646,2018,0.039353253
59298,2018,0.039353253
104414,2018,0.039353253
84306,2018,0.039353253
6864,2018,0.039353253
84668,2018,0.039353253
56431,2018,0.039353253
84168,2018,0.039353253
59322,2018,0.039353253
76838,2018,0.039353253
96996,2018,0.039353253
108207,2018,0.039353253
108243,2018,0.039353253
119106,2018,0.039353253
41715,2018,0.039353253
51587,2018,0.039353253
84429,2018,0.039353253
116870,2018,0.039353253
97067,2018,0.039353253
59255,2018,0.039353253
84691,2018,0.039353253
29250,2018,0.039353253
119554,2018,0.039353253
41471,2018,0.039353253
51157,2018,0.039353253
51540,2018,0.039353253
84314,2018,0.039353253
76847,2018,0.039353253
77017,2018,0.039353253
104428,2018,0.039353253
108231,2018,0.039353253
119318,2018,0.039353253
102889,2018,0.039353253
6045,2018,0.039353253
70339,2018,0.039353253
70376,2018,0.039353253
70498,2018,0.039353253
87913,2018,0.039353253
119337,2018,0.039353253
119514,2018,0.039353253
41738,2018,0.039353253
51608,2018,0.039353253
76765,2018,0.039353253
6001,2018,0.039353253
51301,2018,0.039353253
51564,2018,0.039353253
6932,2018,0.039353253
7072,2018,0.039353253
66996,2018,0.039353253
70248,2018,0.039353253
70352,2018,0.039353253
70367,2018,0.039353253
84127,2018,0.039353253
87918,2018,0.039353253
119181,2018,0.039353253
119183,2018,0.039353253
119647,2018,0.039353253
5973,2018,0.039353253
115493,2018,0.039353253
92215,2018,0.039353253
108205,2018,0.039353253
119187,2018,0.039353253
113522,2018,0.039353253
41754,2018,0.039353253
41999,2018,0.039353253
51459,2018,0.039353253
51780,2018,0.039353253
7027,2018,0.039353253
70250,2018,0.039353253
84420,2018,0.039353253
84424,2018,0.039353253
119417,2018,0.039353253
119528,2018,0.039353253
41817,2018,0.039353253
51517,2018,0.039353253
87865,2018,0.039353253
97010,2018,0.039353253
119330,2018,0.039353253
51675,2018,0.039353253
13380,2018,0.039353253
92220,2018,0.039353253
84068,2018,0.039353253
115514,2018,0.039353253
84205,2018,0.039353253
119565,2018,0.039353253
76544,2018,0.039353253
41675,2018,0.039353253
51551,2018,0.039353253
51628,2018,0.039353253
41683,2018,0.039353253
51558,2018,0.039353253
51274,2018,0.039353253
41717,2018,0.039353253
51589,2018,0.039353253
76999,2018,0.039353253
41258,2018,0.039353253
41678,2018,0.039353253
51553,2018,0.039353253
62779,2018,0.039353253
70198,2018,0.039353253
70320,2018,0.039353253
70526,2018,0.039353253
76634,2018,0.039353253
77038,2018,0.039353253
87896,2018,0.039353253
87915,2018,0.039353253
87940,2018,0.039353253
113419,2018,0.039353253
113442,2018,0.039353253
115583,2018,0.039353253
113598,2018,0.039353253
119115,2018,0.039353253
119142,2018,0.039353253
77050,2018,0.039353253
41557,2018,0.039353253
51345,2018,0.039353253
76513,2018,0.039353253
76466,2018,0.039353253
92240,2018,0.039353253
41665,2018,0.039353253
51443,2018,0.039353253
41998,2018,0.039353253
51779,2018,0.039353253
41830,2018,0.039353253
51529,2018,0.039353253
119170,2018,0.039353253
113278,2018,0.039353253
54934,2018,0.039353253
76522,2018,0.039353253
77021,2018,0.039353253
104076,2018,0.039353253
41819,2018,0.039353253
51519,2018,0.039353253
41316,2018,0.039353253
51305,2018,0.039353253
66988,2018,0.039353253
76891,2018,0.039353253
76950,2018,0.039353253
84610,2018,0.039353253
87863,2018,0.039353253
87879,2018,0.039353253
108263,2018,0.039353253
108308,2018,0.039353253
113653,2018,0.039353253
116830,2018,0.039353253
116879,2018,0.039353253
119248,2018,0.039353253
41278,2018,0.039353253
41871,2018,0.039353253
51271,2018,0.039353253
51512,2018,0.039353253
51656,2018,0.039353253
67027,2018,0.039353253
84704,2018,0.039353253
41383,2018,0.039353253
51312,2018,0.039353253
51847,2018,0.039353253
6934,2018,0.039353253
76648,2018,0.039353253
84189,2018,0.039353253
106538,2018,0.039353253
108204,2018,0.039353253
110043,2018,0.039353253
113249,2018,0.039353253
113364,2018,0.039353253
113388,2018,0.039353253
116843,2018,0.039353253
119413,2018,0.039353253
51265,2018,0.039353253
101607,2018,0.039353253
119469,2018,0.039353253
76830,2018,0.039353253
51453,2018,0.039353253
116835,2018,0.039353253
62879,2018,0.039353253
76493,2018,0.039353253
119345,2018,0.039353253
76538,2018,0.039353253
116807,2018,0.039353253
93970,2018,0.039353253
76871,2018,0.039353253
115529,2018,0.039353253
84476,2018,0.039353253
70199,2018,0.039353253
59281,2018,0.039353253
76854,2018,0.039353253
41424,2018,0.039353253
51898,2018,0.039353253
97068,2018,0.039353253
96954,2018,0.039353253
109987,2018,0.039353253
76539,2018,0.039353253
96986,2018,0.039353253
97046,2018,0.039353253
41782,2018,0.039353253
51485,2018,0.039353253
7127,2018,0.039353253
76624,2018,0.039353253
96952,2018,0.039353253
76771,2018,0.039353253
84100,2018,0.039353253
13416,2018,0.039353253
59284,2018,0.039353253
6613,2018,0.039353253
70410,2018,0.039353253
84167,2018,0.039353253
84403,2018,0.039353253
84710,2018,0.039353253
59294,2018,0.039353253
70329,2018,0.039353253
42053,2018,0.039353253
51975,2018,0.039353253
76875,2018,0.039353253
98600,2018,0.039353253
98634,2018,0.039353253
104441,2018,0.039353253
110789,2018,0.039353253
29105,2018,0.039353253
91409,2018,0.039353253
76814,2018,0.039353253
76487,2018,0.039353253
6592,2018,0.039353253
28743,2018,0.039353253
105459,2018,0.039353253
41376,2018,0.039353253
51858,2018,0.039353253
109981,2018,0.039353253
42110,2018,0.039353253
52041,2018,0.039353253
62857,2018,0.039353253
77076,2018,0.039353253
51846,2018,0.039353253
56624,2018,0.039353253
59342,2018,0.039353253
116831,2018,0.039353253
6582,2018,0.039353253
106517,2018,0.039353253
59337,2018,0.039353253
101569,2018,0.039353253
13606,2018,0.039353253
51518,2018,0.039353253
97061,2018,0.039353253
76866,2018,0.039353253
96987,2018,0.039353253
64090,2018,0.039353253
121506,2018,0.039353253
102904,2018,0.039353253
108066,2018,0.039353253
119386,2018,0.039353253
29015,2018,0.039353253
70300,2018,0.039353253
51323,2018,0.039353253
62745,2018,0.039353253
70307,2018,0.039353253
70253,2018,0.039353253
119321,2018,0.039353253
84452,2018,0.039353253
113477,2018,0.039353253
76569,2018,0.039353253
119129,2018,0.039353253
108081,2018,0.039353253
119420,2018,0.039353253
108084,2018,0.039353253
119084,2018,0.039353253
56635,2018,0.039353253
66990,2018,0.039353253
41220,2018,0.039353253
51225,2018,0.039353253
51398,2018,0.039353253
37977,2018,0.039353253
60761,2018,0.039353253
41933,2018,0.039353253
51720,2018,0.039353253
59307,2018,0.039353253
60695,2018,0.039353253
84200,2018,0.039353253
84104,2018,0.039353253
119139,2018,0.039353253
119622,2018,0.039353253
54791,2018,0.039353253
77005,2018,0.039353253
84230,2018,0.039353253
62712,2018,0.039353253
42023,2018,0.039353253
51931,2018,0.039353253
54741,2018,0.039353253
59320,2018,0.039353253
113538,2018,0.039353253
97083,2018,0.039353253
66560,2018,0.039353253
70446,2018,0.039353253
41331,2018,0.039353253
51813,2018,0.039353253
7005,2018,0.039353253
119322,2018,0.039353253
59276,2018,0.039353253
51711,2018,0.039353253
41198,2018,0.039353253
51203,2018,0.039353253
87371,2018,0.039353253
41965,2018,0.039353253
51749,2018,0.039353253
66557,2018,0.039353253
76797,2018,0.039353253
87877,2018,0.039353253
109970,2018,0.039353253
54955,2018,0.039353253
6895,2018,0.039353253
62741,2018,0.039353253
101579,2018,0.039353253
115474,2018,0.039353253
84618,2018,0.039353253
106554,2018,0.039353253
70348,2018,0.039353253
76802,2018,0.039353253
76858,2018,0.039353253
113422,2018,0.039353253
41603,2018,0.039353253
51374,2018,0.039353253
62795,2018,0.039353253
119616,2018,0.039353253
76934,2018,0.039353253
56418,2018,0.039353253
76884,2018,0.039353253
98455,2018,0.039353253
41821,2018,0.039353253
51521,2018,0.039353253
108118,2018,0.039353253
70361,2018,0.039353253
104408,2018,0.039353253
119327,2018,0.039353253
42087,2018,0.039353253
52006,2018,0.039353253
56576,2018,0.039353253
104461,2018,0.039353253
41973,2018,0.039353253
51756,2018,0.039353253
56600,2018,0.039353253
13625,2018,0.039353253
84322,2018,0.039353253
84566,2018,0.039353253
87951,2018,0.039353253
41187,2018,0.039353253
51193,2018,0.039353253
77083,2018,0.039353253
54859,2018,0.039353253
76497,2018,0.039353253
84363,2018,0.039353253
42073,2018,0.039353253
51991,2018,0.039353253
56630,2018,0.039353253
19083,2018,0.039353253
55470,2018,0.039353253
105476,2018,0.039353253
64042,2018,0.039353253
121480,2018,0.039353253
6333,2018,0.039353253
108203,2018,0.039353253
6912,2018,0.039353253
51689,2018,0.039353253
109995,2018,0.039353253
41283,2018,0.039353253
51275,2018,0.039353253
104462,2018,0.039353253
119310,2018,0.039353253
119658,2018,0.039353253
113381,2018,0.039353253
108070,2018,0.039353253
51824,2018,0.039353253
77071,2018,0.039353253
62675,2018,0.039353253
62797,2018,0.039353253
77051,2018,0.039353253
84426,2018,0.039353253
56240,2018,0.039353253
62711,2018,0.039353253
62726,2018,0.039353253
76899,2018,0.039353253
116876,2018,0.039353253
109990,2018,0.039353253
113603,2018,0.039353253
41349,2018,0.039353253
51803,2018,0.039353253
105480,2018,0.039353253
84087,2018,0.039353253
119621,2018,0.039353253
119105,2018,0.039353253
6051,2018,0.039353253
64005,2018,0.039353253
121441,2018,0.039353253
119611,2018,0.039353253
48578,2018,0.039353253
84192,2018,0.039353253
43785,2018,0.039353253
54843,2018,0.039353253
6813,2018,0.039353253
7047,2018,0.039353253
119619,2018,0.039353253
104066,2018,0.039353253
51332,2018,0.039353253
42060,2018,0.039353253
51981,2018,0.039353253
62704,2018,0.039353253
64070,2018,0.039353253
121486,2018,0.039353253
56658,2018,0.039353253
76491,2018,0.039353253
84088,2018,0.039353253
84469,2018,0.039353253
42035,2018,0.039353253
51942,2018,0.039353253
84552,2018,0.039353253
51181,2018,0.039353253
93980,2018,0.039353253
113696,2018,0.039353253
13789,2018,0.039353253
6063,2018,0.039353253
97055,2018,0.039353253
