key,PR
990,0.043923659
1012,0.046275732
103940,0.069541237
1039,0.055288775
1100,0.051214943
1101,0.047645273
1140,0.053147249
14875,0.071121598
1163,0.043923659
100369,0.422803227
1186,0.065574265
9403,0.151683453
1206,0.045734392
100350,0.108883066
1207,0.043923659
1210,0.043923659
58878,0.050290293
1221,0.047443182
34914,0.115764137
1224,0.044398056
1215,0.044124246
1271,0.043923659
102285,0.057215755
1274,0.043923659
1084,0.053454957
1277,0.043923659
1275,0.044201901
1283,0.044841484
1284,0.048569494
1282,0.044565724
1276,0.044147527
1286,0.044816494
1288,0.04483468
1087,0.073188047
1000,0.051984937
44267,0.045989076
977,0.046504903
1093,0.070410518
1086,0.045792441
9393,0.061627176
58450,0.05490968
105432,0.046128699
44260,0.173427186
1148,0.053098162
1020,0.09374371
52374,0.141112565
45727,0.071053404
1124,0.045495018
1066,0.04510377
34930,0.061278873
1123,0.044729076
104534,0.047286015
1083,0.060970405
21581,0.043923659
1168,0.1317871
9195,0.083106039
1171,0.05198122
1164,0.048671267
58891,0.066719648
58927,0.047271676
1211,0.055660448
44213,0.05423824
34932,0.070838227
34889,0.11371115
1160,0.049333735
104561,0.051553976
102298,0.120743488
102299,0.056421423
1220,0.066745033
102274,0.054644199
58882,0.046051564
49620,0.044206763
58924,0.055520978
58889,0.044771089
1009,0.058574877
1015,0.066230127
58886,0.052359861
58912,0.055378365
58926,0.044480101
1034,0.05146365
21340,0.072240872
72213,0.045583705
104571,0.235129813
34916,0.054385886
34954,0.075069213
49674,0.048550907
21298,0.089777862
9308,0.056899343
52378,0.045118851
97850,0.077577199
34904,0.087879719
45765,0.064417295
34861,0.119721126
1191,0.062253871
34938,0.203078614
34851,0.067532512
34974,0.157782787
34873,0.053745562
9330,0.084971467
9423,0.181307808
97854,0.045632002
9220,0.053441531
14939,0.045262423
104570,0.057342926
49691,0.048143907
102303,0.062934381
49675,0.049441375
1001,0.061792538
63322,0.04482957
14872,0.073431902
9256,0.12053467
