key,PR
103804,0.039353253
38557,0.039353253
30703,0.039353253
30903,0.039353253
38048,0.039353253
38449,0.039353253
38462,0.039353253
61105,0.039353253
7636,0.039353253
85121,0.039353253
85141,0.039353253
85460,0.039353253
91842,0.039353253
92335,0.039353253
97208,0.039353253
97216,0.039353253
102438,0.039353253
102447,0.039353253
103809,0.039353253
103836,0.039353253
104323,0.039353253
104373,0.039353253
104383,0.039353253
104394,0.039353253
105284,0.039353253
105893,0.039353253
105899,0.039353253
105900,0.039353253
105928,0.039353253
105959,0.039353253
105976,0.039353253
105984,0.039353253
105985,0.039353253
105997,0.039353253
107558,0.039353253
107572,0.039353253
107604,0.039353253
107606,0.039353253
107626,0.039353253
107636,0.039353253
107659,0.039353253
107716,0.039353253
107721,0.039353253
107763,0.039353253
109478,0.039353253
110697,0.039353253
110704,0.039353253
110733,0.039353253
110749,0.039353253
110753,0.039353253
110754,0.039353253
111469,0.039353253
111507,0.039353253
111509,0.039353253
111514,0.039353253
111516,0.039353253
111530,0.039353253
111537,0.039353253
111599,0.039353253
111603,0.039353253
111645,0.039353253
111651,0.039353253
111679,0.039353253
111685,0.039353253
111710,0.039353253
111750,0.039353253
111759,0.039353253
111790,0.039353253
111870,0.039353253
111900,0.039353253
111915,0.039353253
111929,0.039353253
111962,0.039353253
111981,0.039353253
111987,0.039353253
111993,0.039353253
111996,0.039353253
112007,0.039353253
112016,0.039353253
112026,0.039353253
112080,0.039353253
112117,0.039353253
112132,0.039353253
112140,0.039353253
112157,0.039353253
115365,0.039353253
115396,0.039353253
115423,0.039353253
116719,0.039353253
116731,0.039353253
116733,0.039353253
116748,0.039353253
116754,0.039353253
116755,0.039353253
116770,0.039353253
116785,0.039353253
116786,0.039353253
117478,0.039353253
117489,0.039353253
117529,0.039353253
117539,0.039353253
117548,0.039353253
117560,0.039353253
117565,0.039353253
117573,0.039353253
117599,0.039353253
117610,0.039353253
117622,0.039353253
117628,0.039353253
117642,0.039353253
117647,0.039353253
117671,0.039353253
117672,0.039353253
117685,0.039353253
117692,0.039353253
117693,0.039353253
117721,0.039353253
117753,0.039353253
117773,0.039353253
117780,0.039353253
117783,0.039353253
117785,0.039353253
117802,0.039353253
117805,0.039353253
117810,0.039353253
117850,0.039353253
117901,0.039353253
117908,0.039353253
117914,0.039353253
117945,0.039353253
117959,0.039353253
117963,0.039353253
117965,0.039353253
117974,0.039353253
117985,0.039353253
117990,0.039353253
117994,0.039353253
118008,0.039353253
118028,0.039353253
118035,0.039353253
118064,0.039353253
118089,0.039353253
118184,0.039353253
118185,0.039353253
118201,0.039353253
118218,0.039353253
118230,0.039353253
118236,0.039353253
118238,0.039353253
118239,0.039353253
118242,0.039353253
118251,0.039353253
118266,0.039353253
